_id,word_count,negative_score,neutral_score,positive_score,compund_score,cases,Year,Month,Day,keyword
nyt://article/0c93c13b-86bc-55a5-bba9-2bdf9adc31d2,1360,0.184,0.673,0.143,-0.9962,2,2019,6,21,mental_health
nyt://article/f1eb1061-fdbd-5a7c-8b59-8b365e74b61d,1809,0,1,0,0,0,2019,11,6,mental_health
nyt://article/375f35e6-0c76-5b23-988c-923c2031e9a1,1985,0.257,0.623,0.12,-0.9996,2,2019,9,4,mental_health
nyt://article/d1e04b34-76e3-5d96-af56-5a0dfcbd4093,910,0.098,0.713,0.188,0.9966,1,2019,10,2,mental_health
nyt://article/789c77a7-48d5-56b9-947e-9b32a6d3959f,960,0.217,0.666,0.117,-0.9967,1,2019,8,14,mental_health
nyt://article/e47beb50-1c3f-5677-8f60-a8bb1a8d9185,942,0.263,0.667,0.07,-0.9993,1,2019,6,14,mental_health
nyt://article/3d92484a-7e6e-5be8-8dee-22584e43eb1f,897,0.129,0.758,0.113,-0.9528,1,2019,3,27,mental_health
nyt://article/038d5220-6d93-5b83-90ae-e656c650f01c,905,0.162,0.725,0.114,-0.979,1,2019,1,16,mental_health
nyt://article/e4c4c613-c9b2-5fd5-8bb6-ec523edf3c25,1699,0.068,0.688,0.244,0.9997,2,2019,4,22,mental_health
nyt://article/a8f54700-1b05-561c-b2e9-ae869a5bbea5,932,0.064,0.833,0.103,0.9562,3,2019,7,14,mental_health
nyt://article/5fd2b7c7-9f34-59f6-b750-93d2e9f4464c,823,0.149,0.693,0.158,-0.6448,1,2019,9,11,mental_health
nyt://article/271c1f4f-e8af-52fd-8631-9d87fa82b5f6,1491,0.081,0.664,0.255,0.9997,1,2019,3,12,mental_health
nyt://article/fb248bb2-4c8c-58a2-ad77-4c919c56e3e8,1616,0.156,0.734,0.11,-0.9954,4,2019,8,14,mental_health
nyt://article/ec83d9e8-ecf5-5171-b833-38409471078e,914,0.174,0.634,0.192,0.9472,2,2019,8,21,mental_health
nyt://article/73d7ba02-c4ac-50b5-8f77-de3878d63f60,1087,0.077,0.724,0.199,0.9985,3,2019,10,23,mental_health
nyt://article/d7e30fd1-7b49-5952-a58d-e9ac722979bd,657,0.109,0.755,0.135,0.9433,1,2019,3,8,mental_health
nyt://article/2ebeeff6-6972-5b08-a18c-4629f79ad41a,557,0.191,0.696,0.113,-0.9908,1,2019,7,29,mental_health
nyt://article/e5d983fe-ec82-5bd3-ac57-096a2042da7c,2096,0.067,0.81,0.123,0.996,2,2019,2,19,mental_health
nyt://article/aa59a094-8a4c-5973-af0c-c9984fe9178d,941,0.204,0.579,0.217,-0.8922,1,2019,5,11,mental_health
nyt://article/b53363fc-4c6c-59fb-8d14-88821b671e35,955,0.164,0.734,0.103,-0.9909,1,2019,5,2,mental_health
nyt://article/fa79c83e-7248-55f1-84fe-ffe7b6f2c579,1251,0.18,0.723,0.097,-0.998,1,2019,10,25,mental_health
nyt://article/073b9543-1fcc-5bc9-bdf1-945d432e5384,1357,0.084,0.725,0.191,0.9986,2,2019,9,28,mental_health
nyt://article/b78fd92f-0d21-5024-a67e-5cdee633395b,1775,0.08,0.728,0.191,0.9987,1,2019,3,6,mental_health
nyt://article/604dee52-17ca-5eca-87f0-325c965a7d64,1540,0.082,0.806,0.112,0.9762,1,2019,7,1,mental_health
nyt://article/d81c1660-b34b-5816-8b47-eda2ffdb3733,1009,0.066,0.778,0.157,0.9948,1,2019,9,26,mental_health
nyt://article/481e8461-3df5-54b9-b330-0bdac2228911,1290,0.079,0.824,0.097,-0.2292,1,2019,9,20,mental_health
nyt://article/1cd56792-91a1-5c58-a7fd-8a5900ae54ca,986,0.133,0.588,0.279,0.9989,1,2019,3,25,mental_health
nyt://article/20144354-316f-5801-b1ae-27d3868a20f2,1110,0.13,0.64,0.231,0.9976,2,2019,2,19,mental_health
nyt://article/41569dbd-0de4-56f3-9d1f-1767e4b1e877,1014,0.213,0.593,0.194,-0.9527,2,2019,5,4,mental_health
nyt://article/511d4d4f-740c-5def-9df4-d38ac7c84476,1295,0.166,0.611,0.224,0.9946,1,2019,8,25,mental_health
nyt://article/d2541ee2-1de4-550e-9f7e-4355c97aac87,920,0.114,0.767,0.119,0.5642,0,2019,1,18,mental_health
nyt://article/d040d515-f90b-51e5-a82e-9f2817912747,893,0.193,0.658,0.149,-0.9839,1,2019,7,1,mental_health
nyt://article/1ff7ce13-5481-55c9-ac48-7bd2b0feecff,1035,0.144,0.731,0.125,-0.9028,1,2019,2,26,mental_health
nyt://article/6c7c7c96-7d5f-5072-a991-79a69fe10f37,1545,0.073,0.735,0.192,0.9989,1,2019,2,7,mental_health
nyt://article/af0b8f9a-01a3-5266-bdc4-f685263817c6,946,0.105,0.756,0.139,0.9809,1,2019,9,10,mental_health
nyt://article/c26600d8-f89d-5510-a470-b522ed5aa44d,972,0.033,0.794,0.173,0.9975,1,2019,5,27,mental_health
nyt://article/becdb254-2ed3-5c77-b08a-10b36354e111,900,0.215,0.657,0.127,-0.9973,1,2019,1,29,mental_health
nyt://article/5e228c68-028f-5b09-b010-8f15e11c1979,3772,0.017,0.905,0.078,0.998,2,2019,2,17,mental_health
nyt://article/d3f73a03-4d3e-5168-a897-e3d5c72fa43b,1153,0.197,0.712,0.091,-0.9986,1,2019,5,8,mental_health
nyt://article/4f10fdd9-0716-5b0a-9117-a2ba221509e9,1314,0.076,0.799,0.124,0.9842,1,2019,3,2,mental_health
nyt://article/4069ab82-892c-5097-91ff-fb78c6cf2e3c,1030,0.057,0.786,0.157,0.9966,1,2019,8,17,mental_health
nyt://article/d1f1b9c1-db94-51ea-9ab9-a3f28cefb0e9,996,0.146,0.725,0.129,-0.9762,1,2019,5,24,mental_health
nyt://article/f5639efb-13e9-557e-9f62-85e226caaede,1954,0,1,0,0,0,2019,11,11,mental_health
nyt://article/c92bf4a8-f82c-5340-81a8-390033188029,974,0.104,0.71,0.187,0.9954,2,2019,8,30,mental_health
nyt://article/a9710617-d6dd-58d5-8622-0db9b3cccaa8,1053,0.064,0.741,0.195,0.9977,2,2019,5,4,mental_health
nyt://article/f8330c5f-2850-5086-93b8-bc19b2cb129e,1441,0.093,0.675,0.232,0.9994,1,2019,7,31,mental_health
nyt://article/91111dfc-f0ac-54af-a8ab-6e276d5511d6,1115,0.171,0.658,0.17,-0.9718,1,2019,2,25,mental_health
nyt://article/6d06cb32-a730-5b3f-8580-a0f2bacf79c1,612,0.153,0.727,0.12,-0.8528,1,2019,9,12,mental_health
nyt://article/6e78a9be-b1ef-51e1-af40-cb3bcc4d7ddc,582,0.185,0.775,0.04,-0.9962,1,2019,8,18,mental_health
nyt://article/c9c27de4-d87c-5cfe-be4e-f20a92604a05,2470,0.06,0.729,0.211,0.9997,1,2019,5,31,mental_health
nyt://article/0a95e01a-4b3d-55cb-bd1e-cea455dd8552,1188,0.066,0.705,0.229,0.999,1,2019,6,27,mental_health
nyt://article/23177853-beb6-5241-8afc-6209daccbd81,1615,0.101,0.763,0.136,0.978,3,2019,8,8,mental_health
nyt://article/2396e1e1-5fda-5d43-b2ee-60684a30a68b,1178,0.034,0.807,0.158,0.9975,1,2019,4,12,mental_health
nyt://article/3e3adb87-0785-5ec8-b6f3-609bd4eef4a9,1729,0.166,0.744,0.09,-0.9984,2,2019,8,25,mental_health
nyt://article/c28c0113-0f36-5923-9414-99cfa57167e0,1571,0.081,0.766,0.153,0.997,1,2019,9,10,mental_health
nyt://article/957ebc26-4886-59e6-bc7e-ad9cec6ad865,1178,0.053,0.77,0.176,0.998,1,2019,3,23,mental_health
nyt://article/6404f583-c5c5-55bc-956b-f0cf3b60a6c1,965,0.04,0.802,0.158,0.9973,1,2019,10,26,mental_health
nyt://article/d616db4b-cb07-51f6-a6bd-66be82603b30,977,0.077,0.794,0.129,0.9881,1,2019,7,26,mental_health
nyt://article/8be93786-c508-5efa-9bfc-a15941336298,1022,0.192,0.71,0.099,-0.9969,1,2019,1,8,mental_health
nyt://article/afef0acb-43f1-5bc0-bf14-07fbf4cd45f3,1075,0.146,0.675,0.179,0.9774,1,2019,8,16,mental_health
nyt://article/a2e503a3-c411-599b-be92-529baa55b756,1363,0.098,0.772,0.13,0.9655,2,2019,5,20,mental_health
nyt://article/6564d8ed-aef6-5bf9-a80d-dc86fd14901a,1110,0.138,0.753,0.109,-0.9517,2,2019,11,15,mental_health
nyt://article/c93af307-351a-5b69-bf70-489c39574d7b,940,0.073,0.669,0.258,0.9991,1,2019,5,20,mental_health
nyt://article/a293a954-d754-504f-be5c-3650d0306add,954,0.219,0.671,0.11,-0.9979,1,2019,3,11,mental_health
nyt://article/907b50fe-243d-5051-aafa-cd96e95b111d,1052,0.138,0.702,0.16,0.8442,1,2019,4,9,mental_health
nyt://article/6274384a-d152-56bb-9213-f725a409b6cd,2482,0.095,0.726,0.179,0.9994,1,2019,3,28,mental_health
nyt://article/82317de5-ed65-5a48-b8b2-d0f97bdab733,993,0.067,0.812,0.121,0.9716,1,2019,1,14,mental_health
nyt://article/1b9357ea-95a2-5deb-9202-d4bda13f0e62,1490,0.104,0.769,0.127,0.9191,1,2019,8,3,mental_health
nyt://article/8e29bb38-c80b-5c8a-b376-aca16e0dc813,2102,0,1,0,0,0,2019,11,11,mental_health
nyt://article/2a8b7174-9cf0-534e-9796-b04b4d62af84,1127,0.228,0.646,0.126,-0.9981,1,2019,5,22,mental_health
nyt://article/1e82748a-18b6-5b3d-9f32-42c6cfcd14a2,12359,0.285,0.556,0.159,-0.9998,2,2019,10,13,mental_health
nyt://article/87a0f034-3053-5950-b9a3-2a1581623238,1065,0.102,0.748,0.151,0.9779,1,2019,1,20,mental_health
nyt://article/6a79a411-b6bd-5261-994b-693a4b7c64b4,1046,0.153,0.766,0.081,-0.994,1,2019,1,10,mental_health
nyt://article/a5649642-5468-5780-b9ed-39901097954b,3377,0.181,0.691,0.128,-0.999,2,2019,4,4,mental_health
nyt://article/e79cd17d-5d70-57e0-b46b-17498a625848,1046,0.061,0.862,0.076,0.9089,1,2019,9,20,mental_health
nyt://article/9e3b437b-3102-5fa9-a950-b76bf8013f3d,1080,0.138,0.717,0.145,0.8868,1,2019,10,2,mental_health
nyt://article/ed507d4e-3be6-521e-8ac9-adfbb0003d7f,1055,0.198,0.683,0.119,-0.9975,1,2019,9,6,mental_health
nyt://article/7a64fcb0-efb4-5ec6-9b5a-1a3c79190ebc,1077,0.161,0.733,0.106,-0.9949,1,2019,9,4,mental_health
nyt://article/1a2f9608-cd8e-558d-92ce-9fcb47dfea0f,1076,0.081,0.741,0.178,0.9935,1,2019,6,5,mental_health
nyt://article/0d83280d-bdc2-54e3-98c8-a571c07e4f0c,1282,0.137,0.723,0.14,0.0834,3,2019,11,12,mental_health
nyt://article/0c0365d8-6aa1-5ab4-a64c-703994551a56,1168,0.209,0.629,0.162,-0.9927,0,2019,1,28,mental_health
nyt://article/f077b2bb-0206-5894-ba20-a176572e33c8,1084,0.131,0.769,0.1,-0.9738,2,2019,5,23,mental_health
nyt://article/cc8225b7-e79a-5b35-8ad7-71472f2a1803,1733,0.151,0.756,0.093,-0.9972,2,2019,8,22,mental_health
nyt://article/fb6cca70-6051-5639-85d4-e9afb929cac1,1163,0.228,0.644,0.128,-0.9978,1,2019,11,14,mental_health
nyt://article/95bd4096-7407-55e3-b621-640c9fa568e7,1125,0.096,0.679,0.225,0.9989,1,2019,9,16,mental_health
nyt://article/84a1dfdb-489d-59d7-8552-8ba213e2d646,6439,0.011,0.883,0.106,0.9992,0,2019,8,18,mental_health
nyt://article/35fde791-5ee9-566b-94f6-834153b4d19e,1111,0.069,0.787,0.144,0.9944,1,2019,11,9,mental_health
nyt://article/5af35842-f0db-58d1-9d49-64d96a56fff9,1151,0.113,0.697,0.189,0.9947,1,2019,5,22,mental_health
nyt://article/abedfbfc-ae64-540f-8dbe-b1d1be8462bc,1131,0.146,0.669,0.185,0.954,2,2019,2,1,mental_health
nyt://article/2b0ae04a-8e3a-52e3-827a-257f9c765a85,1189,0.16,0.771,0.069,-0.9971,1,2019,1,17,mental_health
nyt://article/cc508106-5290-5d97-9677-53fc07a2bb69,1132,0.132,0.739,0.13,-0.8638,1,2019,9,4,mental_health
nyt://article/64fa16f9-f692-54f1-8356-a99f32644377,1158,0.062,0.783,0.154,0.9951,1,2019,8,2,mental_health
nyt://article/5ed2ae2c-39d8-5330-9a06-3cbb068a23de,916,0.125,0.669,0.205,0.9947,1,2019,5,30,mental_health
nyt://article/eae50807-0787-5c56-94b7-90b36e16145a,1194,0.084,0.797,0.119,0.9534,1,2019,1,4,mental_health
nyt://article/8df8986b-d9ae-5e1c-a9c8-e90b2977b293,699,0.231,0.712,0.056,-0.9977,1,2019,2,4,mental_health
nyt://article/a75e96e3-6e2d-574b-a9c2-ef83e4b3200e,1888,0.166,0.706,0.128,-0.9968,2,2019,10,25,mental_health
nyt://article/a125a852-9c93-5b58-968b-b0c2464188fd,1220,0.108,0.808,0.085,-0.9734,2,2019,4,10,mental_health
nyt://article/c56c6f4a-6f1b-5100-85ba-daf1a1700230,1139,0.07,0.815,0.116,0.9694,2,2019,11,15,mental_health
nyt://article/15df180a-359a-5b65-b238-1e401f16e6fc,1081,0.275,0.586,0.14,-0.9995,2,2019,6,19,mental_health
nyt://article/1fe64932-6ecb-5323-8cd2-d0d5a90fffdf,2280,0.156,0.72,0.124,-0.9953,2,2019,5,17,mental_health
nyt://article/14903abe-d3db-5e3c-a06a-f8c4b1c30eb5,1233,0.246,0.616,0.138,-0.9991,1,2019,2,19,mental_health
nyt://article/cd01f1a2-ec25-592d-9a41-19fb90af79fc,1740,0.155,0.596,0.249,0.999,1,2019,5,21,mental_health
nyt://article/44d75d0f-2f6c-57de-89b5-bf2932c0037c,1143,0.087,0.703,0.21,0.9988,1,2019,11,22,mental_health
nyt://article/c638e43b-3478-5e54-b12f-36939a09207b,1167,0.087,0.764,0.148,0.9875,1,2019,9,4,mental_health
nyt://article/29863fff-6127-5aba-948b-74badf4eda64,2230,0.113,0.757,0.13,0.9309,1,2019,1,3,mental_health
nyt://article/4a1e513e-a56a-5d5a-928c-adfef06d5917,1264,0.167,0.736,0.097,-0.9961,1,2019,6,4,mental_health
nyt://article/8ea6ef01-2280-5a1d-bd8b-afd245fe843a,1319,0.057,0.73,0.212,0.9988,1,2019,10,10,mental_health
nyt://article/3c076bf9-ea67-5773-b2e9-a6c86a6400ca,1246,0.063,0.848,0.09,0.9231,1,2019,4,19,mental_health
nyt://article/6fcb580b-d105-51d0-b95d-8f74cfb8c572,1382,0.065,0.726,0.209,0.9992,1,2019,3,22,mental_health
nyt://article/2471b182-d381-5404-8d74-b75dacdac61f,1042,0.059,0.726,0.215,0.9984,1,2019,3,7,mental_health
nyt://article/f80b3eb1-bcc2-58ff-b342-96943d510b0d,695,0.178,0.739,0.083,-0.9957,1,2019,5,23,mental_health
nyt://article/01242b46-8e04-5bd1-a383-19d9caf4da57,807,0.215,0.688,0.097,-0.9977,1,2019,9,3,mental_health
nyt://article/6bb0695a-189b-5de4-ad37-d124d1f8a794,1237,0.146,0.69,0.164,0.9539,0,2019,2,25,mental_health
nyt://article/95d2e66c-d312-5ee2-a8a7-b9b86def571c,1791,0.193,0.594,0.213,0.9488,1,2019,6,20,mental_health
nyt://article/ec5da002-5375-5390-829b-3aecc55c5886,1411,0.066,0.811,0.123,0.9924,1,2019,12,1,mental_health
nyt://article/eb5236d8-51b7-5a74-a053-5d04694ecdd2,1052,0.27,0.65,0.081,-0.9995,1,2019,11,22,mental_health
nyt://article/18bfefc7-da68-5909-b248-862245c7de86,1000,0.111,0.703,0.185,0.9952,1,2019,11,1,mental_health
nyt://article/35ae7cff-4116-5542-bffc-79a36a80b4d7,684,0.199,0.691,0.11,-0.9923,1,2019,9,10,mental_health
nyt://article/6aba31d1-ee18-58ab-adb4-84c723722fa4,731,0.096,0.817,0.087,-0.8358,1,2019,8,21,mental_health
nyt://article/d55e9d76-b7fb-5473-84c5-cebb1ad34d8e,1934,0,1,0,0,0,2019,9,25,mental_health
nyt://article/d62bff9d-1d50-5183-97e4-58d065a970c2,1126,0.11,0.76,0.129,-0.1027,1,2019,7,6,mental_health
nyt://article/525f198c-1ecf-581e-821a-ce4c230c717e,1219,0.072,0.802,0.126,0.9909,3,2019,3,20,mental_health
nyt://article/3b17684d-a412-5d18-b3b7-033f220e3b9b,1849,0.199,0.681,0.12,-0.9991,2,2019,6,12,mental_health
nyt://article/c6598a75-e1f5-5f40-b3dc-5fde98f5f0de,1486,0.185,0.715,0.1,-0.998,2,2019,3,7,mental_health
nyt://article/4c7610ec-6472-577c-9afc-2487f9a833a8,1245,0.143,0.716,0.141,-0.4502,2,2019,6,4,mental_health
nyt://article/66a5ba53-a031-5e24-aa2f-b2f0d47d2fd8,1291,0.15,0.769,0.082,-0.9958,1,2019,5,7,mental_health
nyt://article/f56ead63-7dab-546c-9d2c-5ec883adf4a1,1213,0.061,0.804,0.135,0.9963,2,2019,4,25,mental_health
nyt://article/c7bba595-44d1-5c0f-bc0a-53891f6a24a0,1247,0.129,0.71,0.161,0.9823,1,2019,3,20,mental_health
nyt://article/277c7d01-a673-56ab-aa39-dac43c2b807b,1427,0.147,0.641,0.212,0.9975,1,2019,8,29,mental_health
nyt://article/f2775168-3f97-5ed6-8b03-915b1fdef923,1204,0.11,0.746,0.144,0.9708,1,2019,8,2,mental_health
nyt://article/f81af5df-1db2-5175-91ef-5e859964d989,1108,0.156,0.657,0.187,0.9818,2,2019,6,3,mental_health
nyt://article/2906a586-1798-57fc-804e-e1390527452e,862,0.146,0.666,0.188,0.9706,0,2019,1,14,mental_health
nyt://article/e8583dd3-a594-5da6-b000-6b937f8039d7,1224,0.052,0.786,0.162,0.9971,3,2019,1,15,mental_health
nyt://article/678637a1-b64b-58cf-ad7d-2dfdd4684086,914,0.033,0.792,0.175,0.9973,1,2019,7,5,mental_health
nyt://article/a10b376f-0224-5a6c-8e51-a60d904501bd,1272,0.076,0.776,0.149,0.9965,1,2019,9,13,mental_health
nyt://article/4c7a40ce-abcd-5df1-a4dc-bf547d83727c,1297,0.071,0.74,0.189,0.9987,1,2019,8,30,mental_health
nyt://article/ebbd547a-f778-51a4-b901-a71cbb592414,1589,0.032,0.804,0.163,0.9991,1,2019,3,13,mental_health
nyt://article/7ce1dacd-2ba5-57b4-a1f4-73e95dd07414,1365,0.344,0.485,0.17,-0.9998,1,2019,11,22,mental_health
nyt://article/e5e6aa21-0d37-556a-b1fc-dfc9ae4fc484,1375,0.173,0.665,0.162,-0.8101,1,2019,8,1,mental_health
nyt://article/b5a0bd58-804c-5b28-b58c-950727ac091e,1377,0.057,0.759,0.185,0.9972,1,2019,5,17,mental_health
nyt://article/bcc2edf8-cea2-56b8-aad5-05dd90887956,1359,0.104,0.75,0.146,0.9821,1,2019,2,13,mental_health
nyt://article/a3f587b6-64dc-51e2-9fb5-c7cc7b05c26c,1310,0.029,0.739,0.232,0.9996,2,2019,7,11,mental_health
nyt://article/9943457a-9f8c-5116-bc78-03af426101c5,1219,0.155,0.796,0.049,-0.9978,1,2019,6,5,mental_health
nyt://article/ee52bd60-d3c9-5b31-bbf5-31bfd99a91f3,1328,0.258,0.575,0.167,-0.9986,1,2019,4,2,mental_health
nyt://article/294e7541-f313-5cd9-b36c-2b12569ae29a,762,0.213,0.694,0.093,-0.9966,1,2019,4,20,mental_health
nyt://article/d96f706f-59ec-57f9-b2df-9d3c389ff589,1155,0.16,0.684,0.156,-0.6512,2,2019,5,14,mental_health
nyt://article/37ad2102-a5dd-5377-82ee-7afbdb202a35,1624,0.357,0.554,0.088,-0.9999,3,2019,8,10,mental_health
nyt://article/995eaf2d-f6e0-5f46-b36a-80f8405397cc,1913,0.13,0.665,0.205,0.9984,3,2019,7,10,mental_health
nyt://article/f3c70707-f2f2-5a33-ae2c-45eb8b542baa,1310,0.239,0.666,0.095,-0.999,2,2019,6,7,mental_health
nyt://article/ac894322-93d0-5c0b-adfd-24ddf349fcb3,816,0.112,0.758,0.13,0.8225,1,2019,8,5,mental_health
nyt://article/bd6327c3-85de-5d93-b245-a61fd632fa98,672,0.061,0.78,0.159,0.9861,1,2019,9,7,mental_health
nyt://article/318665be-71fd-5044-b0f3-154b4dd19827,892,0.142,0.724,0.135,0.0258,2,2019,10,28,mental_health
nyt://article/1ad85e4d-267b-56bc-970a-cbfa95ee567a,835,0,1,0,0,0,2019,11,11,mental_health
nyt://article/e780d649-a117-54c1-b86a-df68accf125a,797,0.187,0.657,0.156,-0.9834,1,2019,8,20,mental_health
nyt://article/2118b310-3ad4-53b8-bcc2-ffde57b73de4,1423,0.092,0.807,0.101,0.5502,1,2019,6,28,mental_health
nyt://article/8de36b09-d823-5fce-8603-4803bd20e1f7,1430,0.218,0.673,0.109,-0.9991,2,2019,5,21,mental_health
nyt://article/3cc3f20a-3e19-5f3b-acbb-6e10088b3a8a,1445,0.089,0.756,0.155,0.9884,1,2019,1,15,mental_health
nyt://article/b73d9bd8-0d14-5874-aff7-8b705d15e64e,1398,0.092,0.637,0.271,0.9996,1,2019,8,2,mental_health
nyt://article/de53499f-bf34-5394-aeea-8c6c7a8d2a7c,1367,0.085,0.704,0.211,0.9992,1,2019,5,29,mental_health
nyt://article/328dd5e7-0a01-57f0-9924-734fbebe1df2,1343,0.139,0.734,0.127,-0.9275,1,2019,3,6,mental_health
nyt://article/27db1fb7-2bab-5450-a600-8e0e3c4a9201,1359,0.102,0.749,0.149,0.9917,1,2019,2,4,mental_health
nyt://article/4dd7432d-6c60-5712-9db5-65ec9075efe0,1525,0.069,0.649,0.282,0.9996,1,2019,11,6,mental_health
nyt://article/01e5da85-4d37-5c4a-bc9e-0ba0717ab374,1487,0.098,0.767,0.135,0.9927,1,2019,1,17,mental_health
nyt://article/824631eb-3b8e-5019-be21-6f3a238007b7,1471,0.274,0.617,0.108,-0.9997,1,2019,10,29,mental_health
nyt://article/2033340b-116c-54a6-9185-80cb797266f1,1192,0.115,0.728,0.157,0.9875,3,2019,9,17,mental_health
nyt://article/3671ceaf-fa7e-5f87-b491-b1417af5b7a7,896,0.281,0.623,0.095,-0.999,2,2019,7,21,mental_health
nyt://article/1393ebdf-2015-52a9-a535-5315120956a0,840,0.047,0.817,0.137,0.9844,2,2019,3,15,mental_health
nyt://article/bb69eaa4-39a7-59ca-aca2-c9974c738a3c,827,0.127,0.725,0.148,0.8203,2,2019,8,15,mental_health
nyt://article/094de8dc-89c8-5d7d-9fb3-e41fc6bc6b07,785,0.167,0.758,0.075,-0.9938,1,2019,7,14,mental_health
nyt://article/8f584c23-55f2-5cef-9ed4-ac46e783d356,1502,0.178,0.732,0.09,-0.9986,1,2019,4,23,mental_health
nyt://article/4526f836-e63e-5da5-957b-43e6cc2a5e22,1550,0.176,0.758,0.065,-0.9985,1,2019,3,14,mental_health
nyt://article/4b5f18ac-a4b9-5e43-b664-23e7c01b842d,1422,0.138,0.736,0.125,-0.8844,1,2019,3,6,mental_health
nyt://article/4716913b-1b66-5282-8c9b-05ae954b83bb,1637,0.157,0.716,0.127,-0.9936,1,2019,6,13,mental_health
nyt://article/23e0e74a-02c6-56b5-b285-0ddacdb29515,1608,0.095,0.801,0.103,0.8423,1,2019,10,19,mental_health
nyt://article/d713ac49-893e-5eb5-9505-f6adceedf7d7,1580,0.142,0.779,0.079,-0.9965,1,2019,10,16,mental_health
nyt://article/6a346935-6efa-5d5f-b433-3d53474215ff,1510,0.185,0.737,0.078,-0.9991,1,2019,4,23,mental_health
nyt://article/53ccb288-8303-5c65-a6d6-b89b72d04131,1545,0.107,0.696,0.197,0.9985,1,2019,1,20,mental_health
nyt://article/9802022b-6257-5984-8f78-f4a5ecbb85d2,7977,0.017,0.885,0.098,0.9992,2,2019,6,23,mental_health
nyt://article/53f1a608-a3fa-55a3-9a94-f161a2e2c762,5035,0.106,0.71,0.184,0.9987,1,2019,10,31,mental_health
nyt://article/853c791d-5854-5b70-ac51-d7c1184bd6f5,824,0.163,0.763,0.074,-0.9904,1,2019,2,27,mental_health
nyt://article/6f0fdf45-bbbc-5df7-b978-cc4eb7682496,1260,0.129,0.621,0.25,0.9986,1,2019,2,23,mental_health
nyt://article/0eb203d4-f879-533e-bc9c-58696f5715ae,2126,0.083,0.67,0.246,0.9998,7,2019,2,7,mental_health
nyt://article/68519b98-0516-5815-ae97-078d789ff06b,756,0.109,0.71,0.181,0.9842,1,2019,8,17,mental_health
nyt://article/94a5a32d-2032-5adc-883b-31ed9728ebc1,960,0.052,0.803,0.145,0.9938,1,2019,9,19,mental_health
nyt://article/811cde01-1d95-56ff-bfd5-b46892855622,1162,0.122,0.688,0.19,0.9957,1,2019,11,6,mental_health
nyt://article/b5aa9e25-2f27-59c4-b7e0-fcfbaedadab3,7305,0.224,0.664,0.112,-0.9996,5,2019,6,1,mental_health
nyt://article/49b0ef63-b8c1-5973-ac03-9f2fed2d5e31,2663,0.252,0.627,0.121,-0.9998,2,2019,8,30,mental_health
nyt://article/dca0e157-5541-570c-8978-17f2d20651f1,1855,0.044,0.742,0.214,0.9997,1,2019,11,27,mental_health
nyt://article/85b05f71-bfd5-5de2-b380-0468ac302221,1874,0.1,0.807,0.093,-0.9696,1,2019,5,12,mental_health
nyt://article/66d99187-99f1-55f8-8bbe-3cbd744d8800,5302,0.065,0.774,0.161,0.9997,0,2019,9,4,mental_health
nyt://article/3f2e963a-4172-5708-b9df-8189aba8cbf0,2017,0.057,0.793,0.15,0.9992,2,2019,2,8,mental_health
nyt://article/7b258906-6c86-59fd-b8d2-a0eacd79ea98,20056,0.094,0.669,0.237,0.9997,1,2019,6,26,mental_health
nyt://article/8b10cd78-b462-59d6-a16e-65ba9abcf1c6,2030,0,1,0,0,0,2019,2,28,mental_health
nyt://article/97de9960-91d8-5baa-849f-8e86fa1b039c,7276,0.026,0.81,0.164,0.9996,0,2019,5,26,mental_health
nyt://article/2991b443-75e6-5539-a764-e2ad767d0494,4292,0.164,0.578,0.258,0.9995,4,2019,7,6,mental_health
nyt://article/e069f6b6-b2a1-59ee-af3b-a28743867be3,962,0.193,0.67,0.137,-0.9904,1,2019,8,29,mental_health
nyt://article/e3527ec1-0c95-574c-bf90-25bebaee0829,880,0.103,0.553,0.344,0.9994,1,2019,5,7,mental_health
nyt://article/5e208de8-7e4e-5951-99b8-fccbd10d7f0a,916,0.253,0.591,0.156,-0.9982,1,2019,11,25,mental_health
nyt://article/9d5c4dfe-8580-50fd-b27d-da4f11ffe52d,863,0.124,0.752,0.123,-0.7783,5,2019,9,23,mental_health
nyt://article/54e79c4d-f0e8-5b6b-beab-e145be1e08a3,810,0.091,0.685,0.224,0.9978,1,2019,1,9,mental_health
nyt://article/45277cc0-4092-56f2-811a-567be2227772,979,0.021,0.845,0.133,0.9934,1,2019,10,29,mental_health
nyt://article/7a75d86e-60e9-51db-a9b5-11500a267f73,899,0.069,0.853,0.078,0.8422,1,2019,8,3,mental_health
nyt://article/77d47e54-4645-50df-a3bc-9beec489ec3a,877,0.135,0.765,0.099,-0.9648,1,2019,6,8,mental_health
nyt://article/02746924-e275-5769-adff-751d7cff3434,923,0.237,0.664,0.099,-0.9988,1,2019,2,14,mental_health
nyt://article/df89b603-8152-539d-9210-9e9e6e8fff15,4215,0.021,0.853,0.126,0.9993,0,2019,3,10,mental_health
nyt://article/cc4d9322-8bf8-52f6-b9b3-89ea6e5e4a62,2217,0.086,0.773,0.14,0.9973,3,2019,8,24,mental_health
nyt://article/8d784071-5646-534f-b696-7abc5cc23e82,2303,0.279,0.516,0.205,-0.9994,1,2019,3,3,mental_health
nyt://article/ef930a72-7d82-5b6d-81a3-648992832183,2390,0.108,0.635,0.258,0.9998,1,2019,9,5,mental_health
